day,type,value_buy,value_sell
2017-10-25,Blue,18.00,18.00
2017-10-24,Oficial,17.00,18.00
2017-10-24,Blue,18.00,18.00
2017-10-23,Oficial,17.00,18.00
2017-10-23,Blue,18.00,18.00
2017-10-22,Oficial,17.00,18.00
2017-10-22,Blue,18.00,18.00
2017-10-21,Oficial,17.00,18.00
2017-10-21,Blue,18.00,18.00
2017-10-20,Oficial,17.00,18.00
2017-10-20,Blue,18.00,18.00
2017-10-19,Oficial,17.00,18.00
2017-10-19,Blue,18.00,18.00
2017-10-18,Oficial,17.00,18.00
2017-10-18,Blue,18.00,18.00
2017-10-17,Oficial,17.00,18.00
2017-10-17,Blue,18.00,18.00
2017-10-16,Oficial,17.00,18.00
2017-10-16,Blue,18.00,18.00
2017-10-15,Oficial,17.00,18.00
2017-10-15,Blue,18.00,18.00
2017-10-14,Oficial,17.00,18.00
2017-10-14,Blue,18.00,18.00
2017-10-13,Oficial,17.00,18.00
2017-10-13,Blue,18.00,18.00
2017-10-12,Oficial,17.00,18.00
2017-10-12,Blue,18.00,18.00
2017-10-11,Oficial,17.00,18.00
2017-10-11,Blue,18.00,18.00
2017-10-10,Oficial,17.00,18.00
2017-10-10,Blue,18.00,18.00
2017-10-09,Oficial,17.00,18.00
2017-10-09,Blue,18.00,18.00
2017-10-08,Oficial,17.00,18.00
2017-10-08,Blue,18.00,18.00
2017-10-07,Oficial,17.00,18.00
2017-10-07,Blue,18.00,18.00
2017-10-06,Oficial,17.00,18.00
2017-10-06,Blue,18.00,18.00
2017-10-05,Oficial,17.00,18.00
2017-10-05,Blue,18.00,18.00
2017-10-04,Oficial,17.00,18.00
2017-10-04,Blue,18.00,18.00
2017-10-03,Oficial,17.00,18.00
2017-10-03,Blue,18.00,18.00
2017-10-02,Oficial,17.00,18.00
2017-10-02,Blue,18.00,18.00
2017-10-01,Oficial,17.00,18.00
2017-10-01,Blue,18.00,18.00
2017-09-30,Oficial,17.00,18.00
2017-09-30,Blue,18.00,18.00
2017-09-29,Oficial,17.00,18.00
2017-09-29,Blue,18.00,18.00
2017-09-28,Oficial,17.00,18.00
2017-09-28,Blue,18.00,18.00
2017-09-27,Oficial,17.00,18.00
2017-09-27,Blue,18.00,18.00
2017-09-26,Oficial,17.00,18.00
2017-09-26,Blue,18.00,18.00
2017-09-25,Oficial,17.00,18.00
2017-09-25,Blue,18.00,18.00
2017-09-24,Oficial,17.00,18.00
2017-09-24,Blue,18.00,18.00
2017-09-23,Oficial,17.00,18.00
2017-09-23,Blue,18.00,18.00
2017-09-22,Oficial,17.00,18.00
2017-09-22,Blue,18.00,18.00
2017-09-21,Oficial,17.00,18.00
2017-09-21,Blue,18.00,18.00
2017-09-20,Oficial,17.00,17.00
2017-09-20,Blue,18.00,18.00
2017-09-19,Oficial,17.00,17.00
2017-09-19,Blue,18.00,18.00
2017-09-18,Oficial,17.00,17.00
2017-09-18,Blue,18.00,18.00
2017-09-17,Oficial,17.00,17.00
2017-09-17,Blue,18.00,18.00
2017-09-16,Oficial,17.00,17.00
2017-09-16,Blue,18.00,18.00
2017-09-15,Oficial,17.00,17.00
2017-09-15,Blue,18.00,18.00
2017-09-14,Oficial,17.00,17.00
2017-09-14,Blue,18.00,18.00
2017-09-13,Oficial,17.00,17.00
2017-09-13,Blue,18.00,18.00
2017-09-12,Oficial,17.00,17.00
2017-09-12,Blue,18.00,18.00
2017-09-11,Oficial,17.00,18.00
2017-09-11,Blue,18.00,18.00
2017-09-10,Oficial,17.00,18.00
2017-09-10,Blue,18.00,18.00
2017-09-09,Oficial,17.00,18.00
2017-09-09,Blue,18.00,18.00
2017-09-08,Oficial,17.00,18.00
2017-09-08,Blue,18.00,18.00
2017-09-07,Oficial,17.00,18.00
2017-09-07,Blue,18.00,18.00
2017-09-06,Oficial,17.00,18.00
2017-09-06,Blue,18.00,18.00
2017-09-05,Oficial,17.00,18.00
2017-09-05,Blue,18.00,18.00
2017-09-04,Oficial,17.00,18.00
2017-09-04,Blue,18.00,18.00
2017-09-03,Oficial,17.00,18.00
2017-09-03,Blue,18.00,18.00
2017-09-02,Oficial,17.00,18.00
2017-09-02,Blue,18.00,18.00
2017-09-01,Oficial,17.00,18.00
2017-09-01,Blue,18.00,18.00
2017-08-31,Oficial,17.00,18.00
2017-08-31,Blue,18.00,18.00
2017-08-30,Oficial,17.00,18.00
2017-08-30,Blue,18.00,18.00
2017-08-29,Oficial,17.00,18.00
2017-08-29,Blue,18.00,18.00
2017-08-28,Oficial,17.00,18.00
2017-08-28,Blue,18.00,18.00
2017-08-27,Oficial,17.00,18.00
2017-08-27,Blue,18.00,18.00
2017-08-26,Oficial,17.00,18.00
2017-08-26,Blue,18.00,18.00
2017-08-25,Oficial,17.00,18.00
2017-08-25,Blue,18.00,18.00
2017-08-24,Oficial,17.00,17.00
2017-08-24,Blue,18.00,18.00
2017-08-23,Oficial,17.00,18.00
2017-08-23,Blue,18.00,18.00
2017-08-22,Oficial,17.00,18.00
2017-08-22,Blue,18.00,18.00
2017-08-21,Oficial,17.00,18.00
2017-08-21,Blue,18.00,18.00
2017-08-20,Oficial,17.00,18.00
2017-08-20,Blue,18.00,18.00
2017-08-19,Oficial,17.00,18.00
2017-08-19,Blue,18.00,18.00
2017-08-18,Oficial,17.00,18.00
2017-08-18,Blue,18.00,18.00
2017-08-17,Oficial,17.00,18.00
2017-08-17,Blue,18.00,18.00
2017-08-16,Oficial,17.00,17.00
2017-08-16,Blue,18.00,18.00
2017-08-15,Oficial,17.00,17.00
2017-08-15,Blue,18.00,18.00
2017-08-14,Oficial,17.00,18.00
2017-08-14,Blue,18.00,18.00
2017-08-13,Oficial,18.00,18.00
2017-08-13,Blue,18.00,18.00
2017-08-12,Oficial,18.00,18.00
2017-08-12,Blue,18.00,18.00
2017-08-11,Oficial,18.00,18.00
2017-08-11,Blue,18.00,18.00
2017-08-10,Oficial,18.00,18.00
2017-08-10,Blue,18.00,18.00
2017-08-09,Oficial,18.00,18.00
2017-08-09,Blue,18.00,18.00
2017-08-08,Oficial,18.00,18.00
2017-08-08,Blue,18.00,18.00
2017-08-07,Oficial,18.00,18.00
2017-08-07,Blue,18.00,18.00
2017-08-06,Oficial,18.00,18.00
2017-08-06,Blue,18.00,18.00
2017-08-05,Oficial,18.00,18.00
2017-08-05,Blue,18.00,18.00
2017-08-04,Oficial,18.00,18.00
2017-08-04,Blue,18.00,18.00
2017-08-03,Oficial,18.00,18.00
2017-08-03,Blue,18.00,18.00
2017-08-02,Oficial,18.00,18.00
2017-08-02,Blue,18.00,18.00
2017-08-01,Oficial,18.00,18.00
2017-08-01,Blue,18.00,18.00
2017-07-31,Oficial,18.00,18.00
2017-07-31,Blue,18.00,18.00
2017-07-30,Oficial,18.00,18.00
2017-07-30,Blue,18.00,18.00
2017-07-29,Oficial,18.00,18.00
2017-07-29,Blue,18.00,18.00
2017-07-28,Oficial,18.00,18.00
2017-07-28,Blue,18.00,18.00
2017-07-27,Oficial,17.00,18.00
2017-07-27,Blue,18.00,18.00
2017-07-26,Oficial,17.00,18.00
2017-07-26,Blue,18.00,18.00
2017-07-25,Oficial,17.00,18.00
2017-07-25,Blue,18.00,18.00
2017-07-24,Oficial,17.00,18.00
2017-07-24,Blue,18.00,18.00
2017-07-23,Oficial,17.00,18.00
2017-07-23,Blue,18.00,18.00
2017-07-22,Oficial,17.00,18.00
2017-07-22,Blue,18.00,18.00
2017-07-21,Oficial,17.00,18.00
2017-07-21,Blue,18.00,18.00
2017-07-20,Oficial,17.00,17.00
2017-07-20,Blue,18.00,18.00
2017-07-19,Oficial,17.00,17.00
2017-07-19,Blue,18.00,18.00
2017-07-18,Oficial,17.00,17.00
2017-07-18,Blue,18.00,18.00
2017-07-17,Oficial,17.00,17.00
2017-07-17,Blue,17.00,18.00
2017-07-16,Oficial,17.00,17.00
2017-07-16,Blue,17.00,18.00
2017-07-15,Oficial,17.00,17.00
2017-07-15,Blue,17.00,18.00
2017-07-14,Oficial,17.00,17.00
2017-07-14,Blue,17.00,18.00
2017-07-13,Oficial,17.00,17.00
2017-07-13,Blue,17.00,18.00
2017-07-12,Oficial,17.00,17.00
2017-07-12,Blue,17.00,17.00
2017-07-11,Oficial,17.00,17.00
2017-07-11,Blue,17.00,17.00
2017-07-10,Oficial,17.00,17.00
2017-07-10,Blue,17.00,17.00
2017-07-09,Oficial,17.00,17.00
2017-07-09,Blue,17.00,17.00
2017-07-08,Oficial,17.00,17.00
2017-07-08,Blue,17.00,17.00
2017-07-07,Oficial,17.00,17.00
2017-07-07,Blue,17.00,17.00
2017-07-06,Oficial,17.00,17.00
2017-07-06,Blue,17.00,17.00
2017-07-05,Oficial,17.00,17.00
2017-07-05,Blue,17.00,17.00
2017-07-04,Oficial,17.00,17.00
2017-07-04,Blue,17.00,17.00
2017-07-03,Oficial,17.00,17.00
2017-07-03,Blue,17.00,17.00
2017-07-02,Oficial,16.00,17.00
2017-07-02,Blue,17.00,17.00
2017-07-01,Oficial,16.00,17.00
2017-07-01,Blue,17.00,17.00
2017-06-30,Oficial,16.00,17.00
2017-06-30,Blue,17.00,17.00
2017-06-29,Oficial,16.00,17.00
2017-06-29,Blue,16.00,17.00
2017-06-28,Oficial,16.00,17.00
2017-06-28,Blue,16.00,17.00
2017-06-27,Oficial,16.00,17.00
2017-06-27,Blue,16.00,17.00
2017-06-26,Oficial,16.00,16.00
2017-06-26,Blue,16.00,17.00
2017-06-25,Oficial,16.00,16.00
2017-06-25,Blue,16.00,17.00
2017-06-24,Oficial,16.00,16.00
2017-06-24,Blue,16.00,17.00
2017-06-23,Oficial,16.00,16.00
2017-06-23,Blue,16.00,17.00
2017-06-22,Oficial,16.00,16.00
2017-06-22,Blue,16.00,17.00
2017-06-21,Oficial,16.00,16.00
2017-06-21,Blue,16.00,17.00
2017-06-20,Oficial,16.00,16.00
2017-06-20,Blue,16.00,17.00
2017-06-19,Oficial,16.00,16.00
2017-06-19,Blue,16.00,17.00
2017-06-18,Oficial,16.00,16.00
2017-06-18,Blue,16.00,17.00
2017-06-17,Oficial,16.00,16.00
2017-06-17,Blue,16.00,17.00
2017-06-16,Oficial,16.00,16.00
2017-06-16,Blue,16.00,17.00
2017-06-15,Oficial,16.00,16.00
2017-06-15,Blue,16.00,16.00
2017-06-14,Oficial,16.00,16.00
2017-06-14,Blue,16.00,16.00
2017-06-13,Oficial,16.00,16.00
2017-06-13,Blue,16.00,16.00
2017-06-12,Oficial,16.00,16.00
2017-06-12,Blue,16.00,16.00
2017-06-11,Oficial,16.00,16.00
2017-06-11,Blue,16.00,16.00
2017-06-10,Oficial,16.00,16.00
2017-06-10,Blue,16.00,16.00
2017-06-09,Oficial,16.00,16.00
2017-06-09,Blue,16.00,16.00
2017-06-08,Oficial,16.00,16.00
2017-06-08,Blue,16.00,16.00
2017-06-07,Oficial,16.00,16.00
2017-06-07,Blue,16.00,16.00
2017-06-06,Oficial,16.00,16.00
2017-06-06,Blue,16.00,16.00
2017-06-05,Oficial,16.00,16.00
2017-06-05,Blue,16.00,16.00
2017-06-04,Oficial,16.00,16.00
2017-06-04,Blue,16.00,16.00
2017-06-03,Oficial,16.00,16.00
2017-06-03,Blue,16.00,16.00
2017-06-02,Oficial,16.00,16.00
2017-06-02,Blue,16.00,16.00
2017-06-01,Oficial,16.00,16.00
2017-06-01,Blue,16.00,16.00
2017-05-31,Oficial,16.00,16.00
2017-05-31,Blue,16.00,16.00
2017-05-30,Oficial,16.00,16.00
2017-05-30,Blue,16.00,16.00
2017-05-29,Oficial,16.00,16.00
2017-05-29,Blue,16.00,16.00
2017-05-28,Oficial,16.00,16.00
2017-05-28,Blue,16.00,16.00
2017-05-27,Oficial,16.00,16.00
2017-05-27,Blue,16.00,16.00
2017-05-26,Oficial,16.00,16.00
2017-05-26,Blue,16.00,16.00
2017-05-25,Oficial,16.00,16.00
2017-05-25,Blue,16.00,16.00
2017-05-24,Oficial,16.00,16.00
2017-05-24,Blue,16.00,16.00
2017-05-23,Oficial,16.00,16.00
2017-05-23,Blue,16.00,16.00
2017-05-22,Oficial,16.00,16.00
2017-05-22,Blue,16.00,16.00
2017-05-21,Oficial,16.00,16.00
2017-05-21,Blue,16.00,16.00
2017-05-20,Oficial,16.00,16.00
2017-05-20,Blue,16.00,16.00
2017-05-19,Oficial,16.00,16.00
2017-05-19,Blue,16.00,16.00
2017-05-18,Oficial,16.00,16.00
2017-05-18,Blue,16.00,16.00
2017-05-17,Oficial,16.00,16.00
2017-05-17,Blue,16.00,16.00
2017-05-16,Oficial,15.00,16.00
2017-05-16,Blue,16.00,16.00
2017-05-15,Oficial,15.00,16.00
2017-05-15,Blue,16.00,16.00
2017-05-14,Oficial,15.00,16.00
2017-05-14,Blue,16.00,16.00
2017-05-13,Oficial,15.00,16.00
2017-05-13,Blue,16.00,16.00
2017-05-12,Oficial,15.00,16.00
2017-05-12,Blue,16.00,16.00
2017-05-11,Oficial,15.00,16.00
2017-05-11,Blue,16.00,16.00
2017-05-10,Oficial,15.00,16.00
2017-05-10,Blue,16.00,16.00
2017-05-09,Oficial,15.00,16.00
2017-05-09,Blue,16.00,16.00
2017-05-08,Oficial,15.00,16.00
2017-05-08,Blue,16.00,16.00
2017-05-07,Oficial,15.00,16.00
2017-05-07,Blue,16.00,16.00
2017-05-06,Oficial,15.00,16.00
2017-05-06,Blue,16.00,16.00
2017-05-05,Oficial,15.00,16.00
2017-05-05,Blue,16.00,16.00
2017-05-04,Oficial,15.00,16.00
2017-05-04,Blue,16.00,16.00
2017-05-03,Oficial,15.00,16.00
2017-05-03,Blue,16.00,16.00
2017-05-02,Oficial,15.00,16.00
2017-05-02,Blue,16.00,16.00
2017-05-01,Oficial,15.00,16.00
2017-05-01,Blue,16.00,16.00
2017-04-30,Oficial,15.00,16.00
2017-04-30,Blue,16.00,16.00
2017-04-29,Oficial,15.00,16.00
2017-04-29,Blue,16.00,16.00
2017-04-28,Oficial,15.00,16.00
2017-04-28,Blue,16.00,16.00
2017-04-27,Oficial,15.00,16.00
2017-04-27,Blue,16.00,16.00
2017-04-26,Oficial,15.00,16.00
2017-04-26,Blue,16.00,16.00
2017-04-25,Oficial,15.00,16.00
2017-04-25,Blue,16.00,16.00
2017-04-24,Oficial,15.00,16.00
2017-04-24,Blue,16.00,16.00
2017-04-23,Oficial,15.00,16.00
2017-04-23,Blue,16.00,16.00
2017-04-22,Oficial,15.00,16.00
2017-04-22,Blue,16.00,16.00
2017-04-21,Oficial,15.00,16.00
2017-04-21,Blue,16.00,16.00
2017-04-20,Oficial,15.00,16.00
2017-04-20,Blue,16.00,16.00
2017-04-19,Oficial,15.00,16.00
2017-04-19,Blue,16.00,16.00
2017-04-18,Oficial,15.00,16.00
2017-04-18,Blue,16.00,16.00
2017-04-17,Oficial,15.00,16.00
2017-04-17,Blue,16.00,16.00
2017-04-16,Oficial,15.00,15.00
2017-04-16,Blue,15.00,16.00
2017-04-15,Oficial,15.00,15.00
2017-04-15,Blue,15.00,16.00
2017-04-14,Oficial,15.00,15.00
2017-04-14,Blue,15.00,16.00
2017-04-13,Oficial,15.00,15.00
2017-04-13,Blue,15.00,16.00
2017-04-12,Oficial,15.00,16.00
2017-04-12,Blue,15.00,16.00
2017-04-11,Oficial,15.00,16.00
2017-04-11,Blue,15.00,16.00
2017-04-10,Oficial,15.00,16.00
2017-04-10,Blue,15.00,16.00
2017-04-09,Oficial,15.00,16.00
2017-04-09,Blue,15.00,16.00
2017-04-08,Oficial,15.00,16.00
2017-04-08,Blue,15.00,16.00
2017-04-07,Oficial,15.00,16.00
2017-04-07,Blue,16.00,16.00
2017-04-06,Oficial,15.00,16.00
2017-04-06,Blue,16.00,16.00
2017-04-05,Oficial,15.00,16.00
2017-04-05,Blue,16.00,16.00
2017-04-04,Oficial,15.00,16.00
2017-04-04,Blue,16.00,16.00
2017-04-03,Oficial,15.00,16.00
2017-04-03,Blue,16.00,16.00
2017-04-02,Oficial,15.00,16.00
2017-04-02,Blue,16.00,16.00
2017-04-01,Oficial,15.00,16.00
2017-04-01,Blue,16.00,16.00
2017-03-31,Oficial,15.00,16.00
2017-03-31,Blue,16.00,16.00
2017-03-30,Oficial,15.00,16.00
2017-03-30,Blue,16.00,16.00
2017-03-29,Oficial,15.00,16.00
2017-03-29,Blue,16.00,16.00
2017-03-28,Oficial,15.00,16.00
2017-03-28,Blue,16.00,16.00
2017-03-27,Oficial,16.00,16.00
2017-03-27,Blue,16.00,16.00
2017-03-26,Oficial,16.00,16.00
2017-03-26,Blue,16.00,16.00
2017-03-25,Oficial,16.00,16.00
2017-03-25,Blue,16.00,16.00
2017-03-24,Oficial,16.00,16.00
2017-03-24,Blue,16.00,16.00
2017-03-23,Oficial,16.00,16.00
2017-03-23,Blue,16.00,16.00
2017-03-22,Oficial,16.00,16.00
2017-03-22,Blue,16.00,16.00
2017-03-21,Oficial,16.00,16.00
2017-03-21,Blue,16.00,16.00
2017-03-20,Oficial,15.00,16.00
2017-03-20,Blue,16.00,16.00
2017-03-19,Oficial,15.00,16.00
2017-03-19,Blue,16.00,16.00
2017-03-18,Oficial,15.00,16.00
2017-03-18,Blue,16.00,16.00
2017-03-17,Oficial,15.00,16.00
2017-03-17,Blue,16.00,16.00
2017-03-16,Oficial,15.00,16.00
2017-03-16,Blue,16.00,16.00
2017-03-15,Oficial,15.00,16.00
2017-03-15,Blue,16.00,16.00
2017-03-14,Oficial,15.00,16.00
2017-03-14,Blue,16.00,16.00
2017-03-13,Oficial,15.00,16.00
2017-03-13,Blue,16.00,16.00
2017-03-12,Oficial,15.00,16.00
2017-03-12,Blue,16.00,16.00
2017-03-11,Oficial,15.00,16.00
2017-03-11,Blue,16.00,16.00
2017-03-10,Oficial,15.00,16.00
2017-03-10,Blue,16.00,16.00
2017-03-09,Oficial,16.00,16.00
2017-03-09,Blue,16.00,16.00
2017-03-08,Oficial,15.00,16.00
2017-03-08,Blue,16.00,16.00
2017-03-07,Oficial,15.00,16.00
2017-03-07,Blue,16.00,16.00
2017-03-06,Oficial,15.00,16.00
2017-03-06,Blue,16.00,16.00
2017-03-05,Oficial,15.00,16.00
2017-03-05,Blue,16.00,16.00
2017-03-04,Oficial,15.00,16.00
2017-03-04,Blue,16.00,16.00
2017-03-03,Oficial,15.00,16.00
2017-03-03,Blue,16.00,16.00
2017-03-02,Oficial,15.00,16.00
2017-03-02,Blue,16.00,16.00
2017-03-01,Oficial,15.00,16.00
2017-03-01,Blue,16.00,16.00
2017-02-28,Oficial,15.00,16.00
2017-02-28,Blue,16.00,16.00
2017-02-27,Oficial,15.00,16.00
2017-02-27,Blue,16.00,16.00
2017-02-26,Oficial,15.00,16.00
2017-02-26,Blue,16.00,16.00
2017-02-25,Oficial,15.00,16.00
2017-02-25,Blue,16.00,16.00
2017-02-24,Oficial,15.00,16.00
2017-02-24,Blue,16.00,16.00
2017-02-23,Oficial,15.00,16.00
2017-02-23,Blue,16.00,16.00
2017-02-22,Oficial,16.00,16.00
2017-02-22,Blue,16.00,16.00
2017-02-21,Oficial,16.00,16.00
2017-02-21,Blue,16.00,16.00
2017-02-20,Oficial,16.00,16.00
2017-02-20,Blue,16.00,16.00
2017-02-19,Oficial,16.00,16.00
2017-02-19,Blue,16.00,16.00
2017-02-18,Oficial,16.00,16.00
2017-02-18,Blue,16.00,16.00
2017-02-17,Oficial,15.00,16.00
2017-02-17,Blue,16.00,16.00
2017-02-16,Oficial,15.00,16.00
2017-02-16,Blue,16.00,16.00
2017-02-15,Oficial,15.00,16.00
2017-02-15,Blue,16.00,16.00
2017-02-14,Oficial,15.00,16.00
2017-02-14,Blue,16.00,16.00
2017-02-13,Oficial,15.00,16.00
2017-02-13,Blue,16.00,16.00
2017-02-12,Oficial,15.00,16.00
2017-02-12,Blue,16.00,16.00
2017-02-11,Oficial,15.00,16.00
2017-02-11,Blue,16.00,16.00
2017-02-10,Oficial,16.00,16.00
2017-02-10,Blue,16.00,16.00
2017-02-09,Oficial,16.00,16.00
2017-02-09,Blue,16.00,16.00
2017-02-08,Oficial,16.00,16.00
2017-02-08,Blue,16.00,16.00
2017-02-07,Oficial,16.00,16.00
2017-02-07,Blue,16.00,16.00
2017-02-06,Oficial,16.00,16.00
2017-02-06,Blue,16.00,16.00
2017-02-05,Oficial,16.00,16.00
2017-02-05,Blue,16.00,16.00
2017-02-04,Oficial,16.00,16.00
2017-02-04,Blue,16.00,16.00
2017-02-03,Oficial,16.00,16.00
2017-02-03,Blue,16.00,16.00
2017-02-02,Oficial,16.00,16.00
2017-02-02,Blue,16.00,17.00
2017-02-01,Oficial,16.00,16.00
2017-02-01,Blue,16.00,17.00
2017-01-31,Oficial,16.00,16.00
2017-01-31,Blue,16.00,17.00
2017-01-30,Oficial,16.00,16.00
2017-01-30,Blue,17.00,17.00
2017-01-29,Oficial,16.00,16.00
2017-01-29,Blue,17.00,17.00
2017-01-28,Oficial,16.00,16.00
2017-01-28,Blue,17.00,17.00
2017-01-27,Oficial,16.00,16.00
2017-01-27,Blue,17.00,17.00
2017-01-26,Oficial,16.00,16.00
2017-01-26,Blue,17.00,17.00
2017-01-25,Oficial,16.00,16.00
2017-01-25,Blue,17.00,17.00
2017-01-24,Oficial,16.00,16.00
2017-01-24,Blue,17.00,17.00
2017-01-23,Oficial,16.00,16.00
2017-01-23,Blue,17.00,17.00
2017-01-22,Oficial,16.00,16.00
2017-01-22,Blue,17.00,17.00
2017-01-21,Oficial,16.00,16.00
2017-01-21,Blue,17.00,17.00
2017-01-20,Oficial,16.00,16.00
2017-01-20,Blue,17.00,17.00
2017-01-19,Oficial,16.00,16.00
2017-01-19,Blue,17.00,17.00
2017-01-18,Oficial,16.00,16.00
2017-01-18,Blue,17.00,17.00
2017-01-17,Oficial,16.00,16.00
2017-01-17,Blue,17.00,17.00
2017-01-16,Oficial,16.00,16.00
2017-01-16,Blue,17.00,17.00
2017-01-15,Oficial,16.00,16.00
2017-01-15,Blue,17.00,17.00
2017-01-14,Oficial,16.00,16.00
2017-01-14,Blue,17.00,17.00
2017-01-13,Oficial,16.00,16.00
2017-01-13,Blue,17.00,17.00
2017-01-12,Oficial,16.00,16.00
2017-01-12,Blue,17.00,17.00
2017-01-11,Oficial,16.00,16.00
2017-01-11,Blue,17.00,17.00
2017-01-10,Oficial,16.00,16.00
2017-01-10,Blue,17.00,17.00
2017-01-09,Oficial,16.00,16.00
2017-01-09,Blue,17.00,17.00
2017-01-08,Oficial,16.00,16.00
2017-01-08,Blue,17.00,17.00
2017-01-07,Oficial,16.00,16.00
2017-01-07,Blue,17.00,17.00
2017-01-06,Oficial,16.00,16.00
2017-01-06,Blue,17.00,17.00
2017-01-05,Oficial,16.00,16.00
2017-01-05,Blue,17.00,17.00
2017-01-04,Oficial,16.00,16.00
2017-01-04,Blue,17.00,17.00
2017-01-03,Oficial,16.00,16.00
2017-01-03,Blue,17.00,17.00
2017-01-02,Oficial,16.00,16.00
2017-01-02,Blue,17.00,17.00
2017-01-01,Oficial,16.00,16.00
2017-01-01,Blue,17.00,17.00
2016-12-31,Oficial,16.00,16.00
2016-12-31,Blue,17.00,17.00
2016-12-30,Oficial,16.00,16.00
2016-12-30,Blue,17.00,17.00
2016-12-29,Oficial,16.00,16.00
2016-12-29,Blue,17.00,17.00
2016-12-28,Oficial,15.00,16.00
2016-12-28,Blue,17.00,17.00
2016-12-27,Oficial,15.00,16.00
2016-12-27,Blue,17.00,17.00
2016-12-26,Oficial,15.00,16.00
2016-12-26,Blue,17.00,17.00
2016-12-25,Oficial,15.00,16.00
2016-12-25,Blue,16.00,17.00
2016-12-24,Oficial,15.00,16.00
2016-12-24,Blue,16.00,17.00
2016-12-23,Oficial,16.00,16.00
2016-12-23,Blue,16.00,17.00
2016-12-22,Oficial,16.00,16.00
2016-12-22,Blue,16.00,17.00
2016-12-21,Oficial,16.00,16.00
2016-12-21,Blue,16.00,17.00
2016-12-20,Oficial,16.00,16.00
2016-12-20,Blue,16.00,17.00
2016-12-19,Oficial,16.00,16.00
2016-12-19,Blue,16.00,17.00
2016-12-18,Oficial,16.00,16.00
2016-12-18,Blue,16.00,17.00
2016-12-17,Oficial,16.00,16.00
2016-12-17,Blue,16.00,17.00
2016-12-16,Oficial,16.00,16.00
2016-12-16,Blue,16.00,17.00
2016-12-15,Oficial,16.00,16.00
2016-12-15,Blue,16.00,17.00
2016-12-14,Oficial,16.00,16.00
2016-12-14,Blue,16.00,16.00
2016-12-13,Oficial,16.00,16.00
2016-12-13,Blue,16.00,16.00
2016-12-12,Oficial,16.00,16.00
2016-12-12,Blue,16.00,16.00
2016-12-11,Oficial,16.00,16.00
2016-12-11,Blue,16.00,16.00
2016-12-10,Oficial,16.00,16.00
2016-12-10,Blue,16.00,16.00
2016-12-09,Oficial,16.00,16.00
2016-12-09,Blue,16.00,16.00
2016-12-08,Oficial,16.00,16.00
2016-12-08,Blue,16.00,16.00
2016-12-07,Oficial,16.00,16.00
2016-12-07,Blue,16.00,16.00
2016-12-06,Oficial,16.00,16.00
2016-12-06,Blue,16.00,16.00
2016-12-05,Oficial,16.00,16.00
2016-12-05,Blue,16.00,16.00
2016-12-04,Oficial,16.00,16.00
2016-12-04,Blue,16.00,16.00
2016-12-03,Oficial,16.00,16.00
2016-12-03,Blue,16.00,16.00
2016-12-02,Oficial,16.00,16.00
2016-12-02,Blue,16.00,16.00
2016-12-01,Oficial,16.00,16.00
2016-12-01,Blue,16.00,16.00
2016-11-30,Oficial,16.00,16.00
2016-11-30,Blue,16.00,16.00
2016-11-29,Oficial,15.00,16.00
2016-11-29,Blue,16.00,16.00
2016-11-28,Oficial,15.00,16.00
2016-11-28,Blue,16.00,16.00
2016-11-27,Oficial,15.00,16.00
2016-11-27,Blue,16.00,16.00
2016-11-26,Oficial,15.00,16.00
2016-11-26,Blue,16.00,16.00
2016-11-25,Oficial,15.00,16.00
2016-11-25,Blue,16.00,16.00
2016-11-24,Oficial,15.00,16.00
2016-11-24,Blue,16.00,16.00
2016-11-23,Oficial,15.00,16.00
2016-11-23,Blue,16.00,16.00
2016-11-22,Oficial,15.00,16.00
2016-11-22,Blue,16.00,16.00
2016-11-21,Oficial,15.00,16.00
2016-11-21,Blue,16.00,16.00
2016-11-20,Oficial,15.00,16.00
2016-11-20,Blue,16.00,16.00
2016-11-19,Oficial,15.00,16.00
2016-11-19,Blue,16.00,16.00
2016-11-18,Oficial,15.00,16.00
2016-11-18,Blue,16.00,16.00
2016-11-17,Oficial,15.00,16.00
2016-11-17,Blue,16.00,16.00
2016-11-16,Oficial,15.00,16.00
2016-11-16,Blue,16.00,16.00
2016-11-15,Oficial,15.00,16.00
2016-11-15,Blue,16.00,16.00
2016-11-14,Oficial,15.00,16.00
2016-11-14,Blue,15.00,16.00
2016-11-13,Oficial,15.00,15.00
2016-11-13,Blue,15.00,15.00
2016-11-12,Oficial,15.00,15.00
2016-11-12,Blue,15.00,15.00
2016-11-11,Oficial,15.00,15.00
2016-11-11,Blue,15.00,15.00
2016-11-10,Oficial,15.00,15.00
2016-11-10,Blue,15.00,15.00
2016-11-09,Oficial,15.00,15.00
2016-11-09,Blue,15.00,15.00
2016-11-08,Oficial,15.00,15.00
2016-11-08,Blue,15.00,15.00
2016-11-07,Oficial,15.00,15.00
2016-11-07,Blue,15.00,15.00
2016-11-06,Oficial,15.00,15.00
2016-11-06,Blue,15.00,15.00
2016-11-05,Oficial,15.00,15.00
2016-11-05,Blue,15.00,15.00
2016-11-04,Oficial,15.00,15.00
2016-11-04,Blue,15.00,15.00
2016-11-03,Oficial,15.00,15.00
2016-11-03,Blue,15.00,15.00
2016-11-02,Oficial,15.00,15.00
2016-11-02,Blue,15.00,15.00
2016-11-01,Oficial,15.00,15.00
2016-11-01,Blue,15.00,16.00
